gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
3898458619	09c35210-0fb1-424a-ad3f-6f8ab866bc97	Promigas:Paiva-Caracoli:2022_ER-VSB-H34	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Wedelia	Wedelia calycina		SPECIES	Wedelia calycina Spreng.	Wedelia calycina	Spreng.	CO	Hacienda El Ceibal	Bolívar	PRESENT	1	dbc2ab56-d499-403c-8db5-c1a49cd0b75f	10.616667	-75.240833			36.0	0.0			2022-06-16T00:00:00	16	6	2022	7987889	7987889	HUMAN_OBSERVATION	PROMIGAS S.A. E.S.P. (Promigas)				Gina M. Rodríguez M.		CC_BY_NC_4_0		Rosa Arrieta;Lino Olivares			2023-01-24T15:08:34.625Z		COORDINATE_ROUNDED
3898458618	09c35210-0fb1-424a-ad3f-6f8ab866bc97	Promigas:Paiva-Caracoli:2022_ER-AD-A07	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Apocynaceae				FAMILY	Apocynaceae	Apocynaceae		CO	Hacienda El Ceibal	Bolívar	PRESENT	1	dbc2ab56-d499-403c-8db5-c1a49cd0b75f	10.612222	-75.239722			47.0	0.0			2022-06-22T00:00:00	22	6	2022	6701		HUMAN_OBSERVATION	PROMIGAS S.A. E.S.P. (Promigas)	UNO		RA46	Gina M. Rodríguez M.		CC_BY_NC_4_0		Rosa Arrieta;Lino Olivares			2023-01-24T15:08:34.624Z		COORDINATE_ROUNDED
3898458617	09c35210-0fb1-424a-ad3f-6f8ab866bc97	Promigas:Paiva-Caracoli:2022_ER-VSB-H37	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Myrospermum	Myrospermum frutescens		SPECIES	Myrospermum frutescens Jacq.	Myrospermum frutescens	Jacq.	CO	Hacienda El Ceibal	Bolívar	PRESENT	1	dbc2ab56-d499-403c-8db5-c1a49cd0b75f	10.616667	-75.240833			36.0	0.0			2022-06-16T00:00:00	16	6	2022	2976681	2976681	HUMAN_OBSERVATION	PROMIGAS S.A. E.S.P. (Promigas)				Gina M. Rodríguez M.		CC_BY_NC_4_0		Rosa Arrieta;Lino Olivares			2023-01-24T15:08:34.624Z		COORDINATE_ROUNDED
3898458616	09c35210-0fb1-424a-ad3f-6f8ab866bc97	Promigas:Paiva-Caracoli:2022_ER-AD-A04	Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Maclura	Maclura tinctoria		SPECIES	Maclura tinctoria (L.) D.Don ex Steud.	Maclura tinctoria	(L.) D.Don ex Steud.	CO	Hacienda El Ceibal	Bolívar	PRESENT	1	dbc2ab56-d499-403c-8db5-c1a49cd0b75f	10.612222	-75.239722			47.0	0.0			2022-06-22T00:00:00	22	6	2022	2984583	2984583	HUMAN_OBSERVATION	PROMIGAS S.A. E.S.P. (Promigas)	UNO		RA51	Gina M. Rodríguez M.		CC_BY_NC_4_0		Rosa Arrieta;Lino Olivares			2023-01-24T15:08:34.623Z		COORDINATE_ROUNDED
3898458615	09c35210-0fb1-424a-ad3f-6f8ab866bc97	Promigas:Paiva-Caracoli:2022_ER-AD-A05	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Cordiaceae	Cordia	Cordia dentata		SPECIES	Cordia alba (Jacq.) Roem. & Schult.	Cordia alba	(Jacq.) Roem. & Schult.	CO	Hacienda El Ceibal	Bolívar	PRESENT	1	dbc2ab56-d499-403c-8db5-c1a49cd0b75f	10.612222	-75.239722			47.0	0.0			2022-06-22T00:00:00	22	6	2022	5361860	5361859	HUMAN_OBSERVATION	PROMIGAS S.A. E.S.P. (Promigas)				Gina M. Rodríguez M.		CC_BY_NC_4_0		Rosa Arrieta;Lino Olivares			2023-01-24T15:08:34.622Z		COORDINATE_ROUNDED
3898458614	09c35210-0fb1-424a-ad3f-6f8ab866bc97	Promigas:Paiva-Caracoli:2022_ER-VSB-H36	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Bignoniaceae				FAMILY	Bignoniaceae	Bignoniaceae		CO	Hacienda El Ceibal	Bolívar	PRESENT	1	dbc2ab56-d499-403c-8db5-c1a49cd0b75f	10.616667	-75.240833			36.0	0.0			2022-06-16T00:00:00	16	6	2022	6655		HUMAN_OBSERVATION	PROMIGAS S.A. E.S.P. (Promigas)				Gina M. Rodríguez M.		CC_BY_NC_4_0		Rosa Arrieta;Lino Olivares			2023-01-24T15:08:34.623Z		COORDINATE_ROUNDED
3898458613	09c35210-0fb1-424a-ad3f-6f8ab866bc97	Promigas:Paiva-Caracoli:2022_ER-VSB-H39	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Apocynaceae	Rauvolfia	Rauvolfia ligustrina		SPECIES	Rauvolfia ligustrina Willd. ex Roem. & Schult.	Rauvolfia ligustrina	Willd. ex Roem. & Schult.	CO	Hacienda El Ceibal	Bolívar	PRESENT	1	dbc2ab56-d499-403c-8db5-c1a49cd0b75f	10.616667	-75.240833			36.0	0.0			2022-06-16T00:00:00	16	6	2022	3617700	3617700	HUMAN_OBSERVATION	PROMIGAS S.A. E.S.P. (Promigas)				Gina M. Rodríguez M.		CC_BY_NC_4_0		Rosa Arrieta;Lino Olivares			2023-01-24T15:08:34.621Z		COORDINATE_ROUNDED
3898458612	09c35210-0fb1-424a-ad3f-6f8ab866bc97	Promigas:Paiva-Caracoli:2022_ER-AD-A02	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Coccoloba	Coccoloba caracasana		SPECIES	Coccoloba caracasana Meisn.	Coccoloba caracasana	Meisn.	CO	Hacienda El Ceibal	Bolívar	PRESENT	1	dbc2ab56-d499-403c-8db5-c1a49cd0b75f	10.612222	-75.239722			47.0	0.0			2022-06-22T00:00:00	22	6	2022	7291324	7291324	HUMAN_OBSERVATION	PROMIGAS S.A. E.S.P. (Promigas)				Gina M. Rodríguez M.		CC_BY_NC_4_0		Rosa Arrieta;Lino Olivares			2023-01-24T15:08:34.620Z		COORDINATE_ROUNDED
3898458611	09c35210-0fb1-424a-ad3f-6f8ab866bc97	Promigas:Paiva-Caracoli:2022_ER-VSB-H38	Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Capsicum	Capsicum annuum	glabriusculum	VARIETY	Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill	Capsicum annuum var. glabriusculum		CO	Hacienda El Ceibal	Bolívar	PRESENT	1	dbc2ab56-d499-403c-8db5-c1a49cd0b75f	10.616667	-75.240833			36.0	0.0			2022-06-16T00:00:00	16	6	2022	3799221	2932944	HUMAN_OBSERVATION	PROMIGAS S.A. E.S.P. (Promigas)				Gina M. Rodríguez M.		CC_BY_NC_4_0		Rosa Arrieta;Lino Olivares			2023-01-24T15:08:34.582Z		COORDINATE_ROUNDED
3898458610	09c35210-0fb1-424a-ad3f-6f8ab866bc97	Promigas:Paiva-Caracoli:2022_ER-AD-A03	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Pithecellobium	Pithecellobium lanceolatum		SPECIES	Pithecellobium lanceolatum (Humb. & Bonpl. ex Willd.) Benth.	Pithecellobium lanceolatum	(Humb. & Bonpl. ex Willd.) Benth.	CO	Hacienda El Ceibal	Bolívar	PRESENT	1	dbc2ab56-d499-403c-8db5-c1a49cd0b75f	10.612222	-75.239722			47.0	0.0			2022-06-22T00:00:00	22	6	2022	2962824	2962824	HUMAN_OBSERVATION	PROMIGAS S.A. E.S.P. (Promigas)	UNO		RA49	Gina M. Rodríguez M.		CC_BY_NC_4_0		Rosa Arrieta;Lino Olivares			2023-01-24T15:08:34.580Z		COORDINATE_ROUNDED
